Freq,Real,Imag,|Z|/Ohm,Phase(Z)/deg,Re(Y)/Ohm-1,Im(Y)/Ohm-1,|Y|/Ohm-1,Phase(Y)/deg
3.44E+05,5.51E+01,2.37E+00,5.52E+01,-2.46E+00,1.81E-02,7.79E-04,1.81E-02,2.46E+00
3.06E+05,5.53E+01,2.42E+00,5.54E+01,-2.51E+00,1.80E-02,7.90E-04,1.81E-02,2.51E+00
2.73E+05,5.56E+01,2.45E+00,5.56E+01,-2.53E+00,1.80E-02,7.92E-04,1.80E-02,2.53E+00
2.43E+05,5.58E+01,2.54E+00,5.59E+01,-2.61E+00,1.79E-02,8.14E-04,1.79E-02,2.61E+00
2.16E+05,5.60E+01,2.59E+00,5.61E+01,-2.65E+00,1.78E-02,8.23E-04,1.78E-02,2.65E+00
1.93E+05,5.62E+01,2.55E+00,5.63E+01,-2.60E+00,1.77E-02,8.06E-04,1.78E-02,2.60E+00
1.72E+05,5.64E+01,2.65E+00,5.65E+01,-2.69E+00,1.77E-02,8.30E-04,1.77E-02,2.69E+00
1.53E+05,5.66E+01,2.66E+00,5.66E+01,-2.70E+00,1.76E-02,8.31E-04,1.77E-02,2.70E+00
1.36E+05,5.68E+01,2.67E+00,5.68E+01,-2.69E+00,1.76E-02,8.25E-04,1.76E-02,2.69E+00
1.21E+05,5.70E+01,2.69E+00,5.70E+01,-2.70E+00,1.75E-02,8.27E-04,1.75E-02,2.70E+00
1.08E+05,5.71E+01,2.75E+00,5.72E+01,-2.76E+00,1.75E-02,8.42E-04,1.75E-02,2.76E+00
9.61E+04,5.73E+01,2.82E+00,5.73E+01,-2.82E+00,1.74E-02,8.57E-04,1.74E-02,2.82E+00
8.56E+04,5.75E+01,2.87E+00,5.76E+01,-2.86E+00,1.73E-02,8.67E-04,1.74E-02,2.86E+00
7.62E+04,5.76E+01,2.96E+00,5.77E+01,-2.94E+00,1.73E-02,8.88E-04,1.73E-02,2.94E+00
6.79E+04,5.79E+01,3.02E+00,5.80E+01,-2.99E+00,1.72E-02,9.00E-04,1.73E-02,2.99E+00
6.05E+04,5.81E+01,3.17E+00,5.81E+01,-3.12E+00,1.72E-02,9.37E-04,1.72E-02,3.12E+00
5.39E+04,5.82E+01,3.22E+00,5.83E+01,-3.17E+00,1.71E-02,9.47E-04,1.71E-02,3.17E+00
4.80E+04,5.84E+01,3.31E+00,5.85E+01,-3.24E+00,1.71E-02,9.66E-04,1.71E-02,3.24E+00
4.27E+04,5.86E+01,3.49E+00,5.87E+01,-3.40E+00,1.70E-02,1.01E-03,1.70E-02,3.40E+00
3.80E+04,5.88E+01,3.64E+00,5.89E+01,-3.54E+00,1.69E-02,1.05E-03,1.70E-02,3.54E+00
3.39E+04,5.90E+01,3.80E+00,5.92E+01,-3.68E+00,1.69E-02,1.09E-03,1.69E-02,3.68E+00
3.02E+04,5.92E+01,3.92E+00,5.94E+01,-3.79E+00,1.68E-02,1.11E-03,1.68E-02,3.79E+00
2.69E+04,5.95E+01,4.07E+00,5.96E+01,-3.92E+00,1.67E-02,1.15E-03,1.68E-02,3.92E+00
2.39E+04,5.98E+01,4.28E+00,5.99E+01,-4.10E+00,1.66E-02,1.19E-03,1.67E-02,4.10E+00
2.13E+04,6.00E+01,4.48E+00,6.02E+01,-4.26E+00,1.66E-02,1.24E-03,1.66E-02,4.26E+00
1.90E+04,6.03E+01,4.62E+00,6.05E+01,-4.38E+00,1.65E-02,1.26E-03,1.65E-02,4.38E+00
1.69E+04,6.06E+01,4.91E+00,6.08E+01,-4.63E+00,1.64E-02,1.33E-03,1.64E-02,4.63E+00
1.50E+04,6.09E+01,5.17E+00,6.11E+01,-4.85E+00,1.63E-02,1.39E-03,1.64E-02,4.85E+00
1.34E+04,6.12E+01,5.32E+00,6.15E+01,-4.97E+00,1.62E-02,1.41E-03,1.63E-02,4.97E+00
1.19E+04,6.15E+01,5.69E+00,6.18E+01,-5.29E+00,1.61E-02,1.49E-03,1.62E-02,5.29E+00
1.06E+04,6.19E+01,5.91E+00,6.22E+01,-5.45E+00,1.60E-02,1.53E-03,1.61E-02,5.45E+00
9.48E+03,6.23E+01,6.24E+00,6.26E+01,-5.72E+00,1.59E-02,1.59E-03,1.60E-02,5.72E+00
8.50E+03,6.26E+01,6.58E+00,6.30E+01,-6.00E+00,1.58E-02,1.66E-03,1.59E-02,6.00E+00
7.67E+03,6.30E+01,6.85E+00,6.34E+01,-6.20E+00,1.57E-02,1.71E-03,1.58E-02,6.20E+00
6.83E+03,6.34E+01,7.20E+00,6.38E+01,-6.47E+00,1.56E-02,1.77E-03,1.57E-02,6.47E+00
6.08E+03,6.39E+01,7.56E+00,6.43E+01,-6.76E+00,1.54E-02,1.83E-03,1.56E-02,6.76E+00
5.42E+03,6.45E+01,7.95E+00,6.50E+01,-7.03E+00,1.53E-02,1.89E-03,1.54E-02,7.03E+00
4.72E+03,6.50E+01,8.45E+00,6.56E+01,-7.41E+00,1.51E-02,1.97E-03,1.52E-02,7.41E+00
4.21E+03,6.56E+01,8.85E+00,6.62E+01,-7.68E+00,1.50E-02,2.02E-03,1.51E-02,7.68E+00
3.75E+03,6.62E+01,9.37E+00,6.68E+01,-8.06E+00,1.48E-02,2.10E-03,1.50E-02,8.06E+00
3.34E+03,6.69E+01,9.83E+00,6.76E+01,-8.36E+00,1.46E-02,2.15E-03,1.48E-02,8.36E+00
2.97E+03,6.76E+01,1.03E+01,6.84E+01,-8.63E+00,1.45E-02,2.19E-03,1.46E-02,8.63E+00
2.65E+03,6.83E+01,1.07E+01,6.91E+01,-8.91E+00,1.43E-02,2.24E-03,1.45E-02,8.91E+00
2.36E+03,6.90E+01,1.12E+01,6.99E+01,-9.23E+00,1.41E-02,2.29E-03,1.43E-02,9.23E+00
2.10E+03,6.99E+01,1.18E+01,7.09E+01,-9.55E+00,1.39E-02,2.34E-03,1.41E-02,9.55E+00
1.87E+03,7.07E+01,1.23E+01,7.17E+01,-9.85E+00,1.37E-02,2.38E-03,1.39E-02,9.85E+00
1.66E+03,7.16E+01,1.29E+01,7.28E+01,-1.02E+01,1.35E-02,2.43E-03,1.37E-02,1.02E+01
1.48E+03,7.25E+01,1.34E+01,7.38E+01,-1.05E+01,1.33E-02,2.46E-03,1.36E-02,1.05E+01
1.32E+03,7.36E+01,1.39E+01,7.49E+01,-1.07E+01,1.31E-02,2.48E-03,1.34E-02,1.07E+01
1.18E+03,7.46E+01,1.44E+01,7.60E+01,-1.10E+01,1.29E-02,2.50E-03,1.32E-02,1.10E+01
1.05E+03,7.57E+01,1.51E+01,7.72E+01,-1.13E+01,1.27E-02,2.53E-03,1.30E-02,1.13E+01
9.32E+02,7.69E+01,1.56E+01,7.85E+01,-1.15E+01,1.25E-02,2.54E-03,1.27E-02,1.15E+01
8.30E+02,7.81E+01,1.61E+01,7.98E+01,-1.17E+01,1.23E-02,2.54E-03,1.25E-02,1.17E+01
7.39E+02,7.95E+01,1.67E+01,8.12E+01,-1.18E+01,1.21E-02,2.53E-03,1.23E-02,1.18E+01
6.59E+02,8.09E+01,1.72E+01,8.28E+01,-1.20E+01,1.18E-02,2.51E-03,1.21E-02,1.20E+01
5.86E+02,8.22E+01,1.77E+01,8.41E+01,-1.21E+01,1.16E-02,2.50E-03,1.19E-02,1.21E+01
5.22E+02,8.37E+01,1.81E+01,8.57E+01,-1.22E+01,1.14E-02,2.47E-03,1.17E-02,1.22E+01
4.65E+02,8.53E+01,1.86E+01,8.73E+01,-1.23E+01,1.12E-02,2.44E-03,1.15E-02,1.23E+01
4.14E+02,8.68E+01,1.88E+01,8.89E+01,-1.22E+01,1.10E-02,2.39E-03,1.13E-02,1.22E+01
3.69E+02,8.84E+01,1.92E+01,9.05E+01,-1.22E+01,1.08E-02,2.34E-03,1.10E-02,1.22E+01
3.29E+02,9.01E+01,1.94E+01,9.22E+01,-1.21E+01,1.06E-02,2.28E-03,1.08E-02,1.21E+01
2.93E+02,9.17E+01,1.96E+01,9.38E+01,-1.21E+01,1.04E-02,2.23E-03,1.07E-02,1.21E+01
2.61E+02,9.34E+01,1.97E+01,9.55E+01,-1.19E+01,1.02E-02,2.16E-03,1.05E-02,1.19E+01
2.32E+02,9.52E+01,1.99E+01,9.73E+01,-1.18E+01,1.01E-02,2.10E-03,1.03E-02,1.18E+01
2.07E+02,9.68E+01,1.98E+01,9.88E+01,-1.16E+01,9.91E-03,2.03E-03,1.01E-02,1.16E+01
1.84E+02,9.86E+01,1.98E+01,1.01E+02,-1.13E+01,9.75E-03,1.96E-03,9.94E-03,1.13E+01
1.64E+02,1.00E+02,1.96E+01,1.02E+02,-1.11E+01,9.62E-03,1.88E-03,9.80E-03,1.11E+01
1.46E+02,1.02E+02,1.93E+01,1.04E+02,-1.08E+01,9.48E-03,1.80E-03,9.65E-03,1.08E+01
1.30E+02,1.03E+02,1.93E+01,1.05E+02,-1.06E+01,9.35E-03,1.74E-03,9.51E-03,1.06E+01
1.16E+02,1.05E+02,1.91E+01,1.06E+02,-1.03E+01,9.24E-03,1.69E-03,9.39E-03,1.03E+01
1.03E+02,1.06E+02,1.87E+01,1.08E+02,-9.97E+00,9.12E-03,1.60E-03,9.26E-03,9.97E+00
9.18E+01,1.08E+02,1.86E+01,1.09E+02,-9.78E+00,9.02E-03,1.56E-03,9.15E-03,9.78E+00
8.18E+01,1.09E+02,1.83E+01,1.11E+02,-9.54E+00,8.92E-03,1.50E-03,9.05E-03,9.54E+00
7.28E+01,1.10E+02,1.80E+01,1.12E+02,-9.26E+00,8.82E-03,1.44E-03,8.94E-03,9.26E+00
6.49E+01,1.12E+02,1.79E+01,1.13E+02,-9.11E+00,8.74E-03,1.40E-03,8.85E-03,9.11E+00
5.78E+01,1.13E+02,1.77E+01,1.14E+02,-8.89E+00,8.64E-03,1.35E-03,8.75E-03,8.89E+00
5.14E+01,1.14E+02,1.74E+01,1.15E+02,-8.65E+00,8.56E-03,1.30E-03,8.66E-03,8.65E+00
4.58E+01,1.15E+02,1.73E+01,1.17E+02,-8.55E+00,8.49E-03,1.28E-03,8.58E-03,8.55E+00
4.08E+01,1.16E+02,1.73E+01,1.18E+02,-8.44E+00,8.41E-03,1.25E-03,8.50E-03,8.44E+00
3.63E+01,1.18E+02,1.71E+01,1.19E+02,-8.27E+00,8.33E-03,1.21E-03,8.42E-03,8.27E+00
3.23E+01,1.19E+02,1.70E+01,1.20E+02,-8.17E+00,8.26E-03,1.19E-03,8.34E-03,8.17E+00
2.88E+01,1.20E+02,1.71E+01,1.21E+02,-8.12E+00,8.19E-03,1.17E-03,8.27E-03,8.12E+00
2.57E+01,1.21E+02,1.69E+01,1.22E+02,-7.94E+00,8.11E-03,1.13E-03,8.19E-03,7.94E+00
2.28E+01,1.22E+02,1.71E+01,1.23E+02,-7.97E+00,8.03E-03,1.12E-03,8.11E-03,7.97E+00
2.04E+01,1.23E+02,1.70E+01,1.24E+02,-7.87E+00,7.96E-03,1.10E-03,8.04E-03,7.87E+00
1.81E+01,1.24E+02,1.73E+01,1.26E+02,-7.92E+00,7.89E-03,1.10E-03,7.96E-03,7.92E+00
1.61E+01,1.26E+02,1.73E+01,1.27E+02,-7.84E+00,7.81E-03,1.07E-03,7.88E-03,7.84E+00
1.44E+01,1.27E+02,1.75E+01,1.28E+02,-7.87E+00,7.74E-03,1.07E-03,7.81E-03,7.87E+00
1.28E+01,1.28E+02,1.77E+01,1.29E+02,-7.86E+00,7.67E-03,1.06E-03,7.74E-03,7.86E+00
1.14E+01,1.29E+02,1.79E+01,1.30E+02,-7.89E+00,7.60E-03,1.05E-03,7.68E-03,7.89E+00
1.02E+01,1.30E+02,1.82E+01,1.32E+02,-7.94E+00,7.53E-03,1.05E-03,7.60E-03,7.94E+00
9.04E+00,1.32E+02,1.84E+01,1.33E+02,-7.96E+00,7.46E-03,1.04E-03,7.53E-03,7.96E+00
8.05E+00,1.33E+02,1.86E+01,1.34E+02,-7.97E+00,7.38E-03,1.03E-03,7.45E-03,7.97E+00
7.17E+00,1.34E+02,1.89E+01,1.35E+02,-8.01E+00,7.31E-03,1.03E-03,7.38E-03,8.01E+00
6.39E+00,1.36E+02,1.92E+01,1.37E+02,-8.05E+00,7.23E-03,1.02E-03,7.30E-03,8.05E+00
5.69E+00,1.37E+02,1.95E+01,1.38E+02,-8.11E+00,7.16E-03,1.02E-03,7.23E-03,8.11E+00
5.07E+00,1.38E+02,1.98E+01,1.40E+02,-8.15E+00,7.09E-03,1.02E-03,7.16E-03,8.15E+00
4.51E+00,1.40E+02,2.01E+01,1.41E+02,-8.19E+00,7.01E-03,1.01E-03,7.09E-03,8.19E+00
4.02E+00,1.41E+02,2.04E+01,1.43E+02,-8.21E+00,6.94E-03,1.00E-03,7.01E-03,8.21E+00
3.58E+00,1.43E+02,2.07E+01,1.44E+02,-8.26E+00,6.87E-03,9.97E-04,6.94E-03,8.26E+00
3.19E+00,1.44E+02,2.10E+01,1.46E+02,-8.30E+00,6.80E-03,9.92E-04,6.87E-03,8.30E+00
2.84E+00,1.46E+02,2.15E+01,1.47E+02,-8.40E+00,6.73E-03,9.94E-04,6.80E-03,8.40E+00
2.53E+00,1.47E+02,2.19E+01,1.49E+02,-8.47E+00,6.65E-03,9.91E-04,6.72E-03,8.47E+00
2.25E+00,1.49E+02,2.23E+01,1.50E+02,-8.54E+00,6.58E-03,9.88E-04,6.66E-03,8.54E+00
2.00E+00,1.50E+02,2.27E+01,1.52E+02,-8.60E+00,6.51E-03,9.85E-04,6.59E-03,8.60E+00
1.79E+00,1.52E+02,2.31E+01,1.54E+02,-8.66E+00,6.44E-03,9.80E-04,6.51E-03,8.66E+00
1.59E+00,1.53E+02,2.36E+01,1.55E+02,-8.74E+00,6.37E-03,9.79E-04,6.44E-03,8.74E+00
1.42E+00,1.55E+02,2.40E+01,1.57E+02,-8.81E+00,6.30E-03,9.76E-04,6.37E-03,8.81E+00
1.26E+00,1.57E+02,2.46E+01,1.59E+02,-8.91E+00,6.23E-03,9.77E-04,6.30E-03,8.91E+00
1.12E+00,1.59E+02,2.51E+01,1.60E+02,-9.01E+00,6.15E-03,9.75E-04,6.23E-03,9.01E+00
1.00E+00,1.60E+02,2.57E+01,1.62E+02,-9.10E+00,6.08E-03,9.75E-04,6.16E-03,9.10E+00
